isbn,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,language
0393976041,"Pride and Prejudice, 3/E",,Jane Austen,W W Norton & Company Incorporated,2001,The text of Pride and Prejudice is the 1813 first edition text.,413,Fiction,en
189630074X,Snow Bodies,One Woman's Life on the Streets,Elizabeth Hudson,NeWest Publishers Ltd.,2004,"From her own harrowing experience Hudson graphically renders the deadly underbelly of society and her descent into the abyss of drug addiction and prostitution. In direct prose, without fear, shame or explanation, and without imposing hindsight or societal values onto her narrative, Hudson takes the reader with her on a terrifying journey to the bottom. Snow Bodies is a heartbreaking reminder of the horrors occurring daily on Canadarsquo;s city streets.",0,Biography & Autobiography,en
0394900901,The Bears' Christmas,,"Stan Berenstain, Jan Berenstain",Random House Books for Young Readers,1970,"Father Bear tries to show his son how to use the sled, skates, and skis Santa brought for Christmas, with disastrous results.",59,Juvenile Fiction,en
0439083699,Franklin's Neighborhood,,"Sharon Jennings, Paulette Bourgeois",Scholastic,1999,"For a school project, Franklin is asked to draw a picture of what he likes best about his neighborhood.",32,Juvenile Fiction,en
0671708120,Shallow Graves,,"Jeremiah F Healy, Jeremiah Healy",,1993-08,"The seventh acclaimed John Cuddy novel, released to coincide with the new hardcover, Foursome. Beautiful Amerasian model Mau Tim lies dead--murdered by an intruder. But Cuddy soon realizes it isn't nearly so simple when he discovers mob connections.",292,"Cuddy, John Francis (Fictitious character)",en
0679891560,Babe,Pig in the City,"Justine Korman, Dick King-Smith",Random House Books for Young Readers,1998,"On a mission to the big City to save his farm, Babe the pig gets separated from his Human, the Boss's Wife, and finds himself among unscrupulous thieves and homeless animals.",140,Animals,en
0786930616,The Middle of Nowhere,,Paul B. Thompson,,2003,"When renegade warriors shatter the peace of a rural village seeking slaves, the farmers of Nowhere have no hope unless they can raise a company of champions to defend them. But the motley group of saviors who take up their cause seem nearly as dangerous as the slave masters. Original.",309,Fiction,en
0375410775,Off Camera,Private Thoughts Made Public,Ted Koppel,Knopf,2000,"At last, Ted Kippel, speaks about himself.",0,Diaries,en
052524879X,Trumpets of Silver,A Novel,Norma Harris,Dutton Adult,1990,FICTION-GENERAL,306,Fiction,en
0894803417,The New Basics Cookbook,,"Sheila Lukins, Julee Rosso",Workman Publishing,1989-01-10,"It's the 1.8-million-copy bestselling cookbook that's become a modern-day classic. Beginning cooks will learn how to boil an egg. Experienced cooks will discover new ingredients and inspired approaches to familiar ones. Encyclopedic in scope, rich with recipes and techniques, and just plain fascinating to read, The New Basics Cookbook is the indispensable kitchen reference for all home cooks. This is a basic cookbook that reflects today's kitchen, today's pantry, today's taste expectations. A whimsically illustrated 875-recipe labor of love, The New Basics features a light, fresh, vibrantly flavored style of American cooking that incorporates the best of new ingredients and cuisines from around the world. Over 30 chapters include Fresh Beginnings; Pasta, Pizza, and Risotto; Soups; Salads; every kind of Vegetable; Seafood; The Chicken and the Egg; Grilling from Ribs to Surprise Paella; Grains; Beef; Lamb, Pork; Game; The Cheese Course, and Not Your Mother's Meatloaf. Not to mention 150 Desserts! Plus, tips, lore, menu ideas, at-a-glance charts, trade secrets, The Wine Dictionary, a Glossary of Cooking Terms, The Panic-Proof Kitchen, and much more. Main Selection of the Better Homes & Gardens Family Book Service and the Book-of-the-Month Club's HomeStyle Books.",864,Cooking,en
0679402071,Patriots,,Steve Sohmer,Random House (NY),1991,The Cold War is over and vetern military officers move to alter U.S. Foreign Policy. One woman knows their secret.,458,Disarmament,en
0553277375,Future Shock,,Alvin Toffler,Bantam,1984-06-01,"NEW YORK TIMES BESTSELLER • The classic work that predicted the anxieties of a world upended by rapidly emerging technologies—and now provides a road map to solving many of our most pressing crises. “Explosive . . . brilliantly formulated.” —The Wall Street Journal Future Shock is the classic that changed our view of tomorrow. Its startling insights into accelerating change led a president to ask his advisers for a special report, inspired composers to write symphonies and rock music, gave a powerful new concept to social science, and added a phrase to our language. Published in over fifty countries, Future Shock is the most important study of change and adaptation in our time. In many ways, Future Shock is about the present. It is about what is happening today to people and groups who are overwhelmed by change. Change affects our products, communities, organizations—even our patterns of friendship and love. But Future Shock also illuminates the world of tomorrow by exploding countless clichés about today. It vividly describes the emerging global civilization: the rise of new businesses, subcultures, lifestyles, and human relationships—all of them temporary. Future Shock will intrigue, provoke, frighten, encourage, and, above all, change everyone who reads it.",578,Social Science,en
0679761047,Snow Country,,Yasunari Kawabata,Vintage,1996-01-30,"Widely considered a masterpiece from the Nobel Prize-winning author and acclaimed writer of Thousand Cranes: a powerful tale of wasted love set amid the desolate beauty of western Japan. • “Kawabata’s novels are among the most affecting and original works of our time.” —The New York Times Book Review At an isolated mountain hot spring, with snow blanketing every surface, Shimamura, a wealthy dilettante meets Komako, a lowly geisha. She gives herself to him fully and without remorse, despite knowing that their passion cannot last and that the affair can have only one outcome. In chronicling the course of this doomed romance, Kawabata has created a story for the ages—a stunning novel dense in implication and exalting in its sadness.",193,Fiction,en
1567920896,It's Only Rock and Roll,An Anthology of Rock and Roll Short Stories,"Janice Eidus, John Kastan",David R. Godine Publisher,1998,"A collection of stories revolving around rock music and musicians includes works by Madison Smartt Bell, T. Coraghessan Boyle, Linda Gray Sexton, and Kathleen Warnock",322,Fiction,en
0553095277,Banana Rose,,Natalie Goldberg,Bantam,1995,"""They met on the mesa and fell in love with a passion that seemed to stop time - Brooklyn-born Nell, who migrated to the Taos of communes and sweet cedar smoke and transformed herself into Banana Rose, and Gauguin, a redheaded horn player from the heartland traveling south in pursuit of a dream."" ""Banana believes everything will last forever: the vast southwestern sky; their friendship with Neon, the king of the hippies, and Blue, the mystic debutante; and above all the presence of Anna, a strange-eyed writer as lonely as the Nebraska farm where she grew up, who teaches Nell what it means to be a painter."" ""But Gauguin wants to move on and Banana makes a wrenching choice to follow him north. In the cold and gray of Minnesota, Gauguin and Banana become George Howard and Nell Schwartz; living together leads to marriage, in-laws, and steady jobs; and the slow, easy, naked love of the desert gives way to jealousy, divorce, and death. As the past falls to ashes, Nell slowly realizes she must find her way home alone."" ""Subtly hilarious and achingly raw, this is the story of Nell's long, strange trip from her beloved New Mexico to the alien Midwest and back again. As she struggles with the demands of canvas and paint, with her family and faith, and with her own wild heart, she discovers the one secret power that sustains her through it all.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",392,Jewish fiction,en
